School Name,State,School Ownership,Full-time Faculty Rate (%),Faculty Average Salary,Student Enrollment Size,Attendance Cost,150% Completion Rate at 4 Yr (%),Admission Rate (%),Female_Majority,SAT Average (Overall),SAT 75th Percentile Math,SAT 75th Percentile Reading,SAT 75th Percentile Writing,Percent of Students Earning >$25K (6 Yrs after Entry),Percent of Students Earning >$25K (10 Yrs after Entry),Mean Earnings (6 Yrs after Entry),Mean Earnings (10 Yrs after Entry)
Stonehill College,MA,Private NonProfit,63.13999999999999,114924.0,2421.0,62253.0,81.91000000000001,68.96,True,,,,,86.0,92.7,50800.0,66800.0
Suffolk University,MA,Private NonProfit,58.37,142620.0,4397.0,57850.0,60.370000000000005,85.9,True,1113.0,590.0,613.0,560.0,74.3,83.39999999999999,43700.0,59900.0
Tufts University,MA,Private NonProfit,64.56,151392.0,6053.0,76151.0,93.91,16.3,True,1474.0,780.0,750.0,750.0,83.1,89.0,56600.0,103300.0
Wellesley College,MA,Private NonProfit,79.62,149820.0,2260.0,75198.0,93.74,20.41,True,1446.0,770.0,750.0,750.0,75.6,85.3,48600.0,71800.0
Wentworth Institute of Technology,MA,Private NonProfit,100.0,111096.0,4143.0,52232.0,69.05,93.54,False,1192.0,650.0,630.0,560.0,85.0,87.5,54200.0,67300.0
Western New England University,MA,Private NonProfit,71.67999999999999,115212.0,2551.0,52924.0,63.79,89.42999999999999,False,,,,,79.60000000000001,86.7,46800.0,61300.0
Westfield State University,MA,Public,49.89,120012.0,4343.0,24844.0,63.09,92.44,True,1054.0,560.0,580.0,530.0,72.1,81.8,37500.0,48900.0
Wheaton College (Massachusetts),MA,Private NonProfit,67.04,112128.0,1666.0,70453.0,77.53999999999999,77.09,True,1282.0,670.0,680.0,,72.1,81.0,38300.0,55500.0
Williams College,MA,Private NonProfit,85.37,158268.0,1917.0,75520.0,95.97,15.12,True,,,,780.0,68.0,83.1,51400.0,89800.0
Worcester Polytechnic Institute,MA,Private NonProfit,87.62,151224.0,4804.0,69233.0,88.99000000000001,59.05,False,,,,,89.9,92.9,66300.0,84600.0
Worcester State University,MA,Public,50.59,110316.0,4648.0,21870.0,58.56,81.03,True,1097.0,590.0,600.0,540.0,74.9,80.4,41000.0,52400.0
Adrian College,MI,Private NonProfit,43.27,75744.0,1749.0,54621.0,53.91,61.21,False,1043.0,550.0,570.0,,62.9,68.60000000000001,34000.0,42800.0
Albion College,MI,Private NonProfit,75.0,87084.0,1497.0,62041.0,67.7,74.44,True,1062.0,570.0,590.0,580.0,68.10000000000001,84.0,37600.0,55700.0
Alma College,MI,Private NonProfit,63.63999999999999,88416.0,1404.0,55662.0,70.78999999999999,66.73,True,,,,548.0,61.2,80.4,36500.0,46500.0
Andrews University,MI,Private NonProfit,100.0,62136.0,1381.0,40948.0,60.7,48.78,True,1205.0,700.0,680.0,600.0,63.0,71.5,35200.0,47800.0
Aquinas College,MI,Private NonProfit,47.42,75720.0,1253.0,43921.0,64.59,70.91,True,1123.0,600.0,620.0,,57.1,72.0,32000.0,42400.0
Baker College,MI,Private NonProfit,11.44,72420.0,5009.0,19593.0,19.43,53.76,True,,,,,44.0,52.800000000000004,27600.0,31800.0
Calvin University,MI,Private NonProfit,99.12,104556.0,3096.0,50191.0,75.42,73.21,True,1229.0,670.0,650.0,,67.0,78.10000000000001,38900.0,48700.0
Central Michigan University,MI,Public,76.37,119460.0,12909.0,25078.0,63.580000000000005,68.67,True,1113.0,600.0,610.0,560.0,66.3,77.8,37600.0,46200.0
Cleary University,MI,Private NonProfit,8.57,65004.0,509.0,35998.0,56.36,65.25999999999999,False,,,,,74.9,78.4,46700.0,59500.0
Concordia University Ann Arbor,MI,Private NonProfit,82.61,68628.0,900.0,45348.0,41.99,60.96,True,1105.0,,,,57.1,68.7,31100.0,40600.0
College for Creative Studies,MI,Private NonProfit,100.0,126876.0,1392.0,57085.0,54.74,55.38,True,,,,,64.2,67.10000000000001,37100.0,50700.0
Davenport University,MI,Private NonProfit,23.09,82128.0,4508.0,31321.0,52.18000000000001,92.56,True,,,,,55.8,57.9,35100.0,35400.0
University of Detroit Mercy,MI,Private NonProfit,100.0,115800.0,2424.0,38440.0,72.92999999999999,79.5,True,1165.0,640.0,620.0,608.0,75.6,77.4,47000.0,53700.0
Eastern Michigan University,MI,Public,98.85,117492.0,13148.0,24994.0,46.95,75.18,True,1098.0,590.0,610.0,550.0,61.6,72.3,35300.0,43900.0
Ferris State University,MI,Public,69.32000000000001,114984.0,9575.0,23106.0,50.05,82.46,True,1058.0,580.0,580.0,500.0,70.3,76.6,40300.0,49600.0
Kettering University,MI,Private NonProfit,100.0,106896.0,1639.0,58080.0,67.03,74.13,False,1278.0,700.0,660.0,,88.9,93.2,66100.0,78500.0
Cornerstone University,MI,Private NonProfit,100.0,75336.0,1399.0,35814.0,65.31,86.97,True,1067.0,470.0,590.0,,60.6,67.9,37500.0,40800.0
Grand Valley State University,MI,Public,72.7,111888.0,20265.0,24280.0,68.53,87.52,True,,,,,68.89999999999999,77.5,37700.0,47200.0
Great Lakes Christian College,MI,Private NonProfit,100.0,42420.0,159.0,26764.0,14.29,,False,,,,,39.0,50.0,20700.0,30000.0
Hillsdale College,MI,Private NonProfit,100.0,86928.0,1445.0,,87.81,36.48,False,1398.0,723.0,740.0,730.0,,,,
Hope College,MI,Private NonProfit,67.09,100032.0,2963.0,48607.0,75.53999999999999,77.83,True,1219.0,650.0,660.0,,71.6,79.4,39200.0,50700.0
Kalamazoo College,MI,Private NonProfit,83.82,98904.0,1445.0,63808.0,78.99000000000001,74.33,True,,,,,58.6,77.3,39600.0,54400.0
Lake Superior State University,MI,Public,95.15,81144.0,1651.0,23239.0,50.88,69.5,True,1050.0,560.0,590.0,520.0,59.2,70.7,33000.0,42000.0
Lawrence Technological University,MI,Private NonProfit,40.12,96612.0,1879.0,49729.0,59.88,82.46,False,,,,550.0,76.5,83.39999999999999,48100.0,60500.0
Madonna University,MI,Private NonProfit,29.55,84240.0,2191.0,35736.0,57.99,68.37,True,1029.0,550.0,560.0,,70.19999999999999,74.0,40700.0,44400.0
Rochester University,MI,Private NonProfit,59.650000000000006,75300.0,920.0,33013.0,41.54,99.43,True,967.0,530.0,530.0,,56.2,66.7,35200.0,39000.0
University of Michigan-Ann Arbor,MI,Public,82.92,142380.0,31189.0,30926.0,93.44,26.11,True,1445.0,780.0,740.0,730.0,79.60000000000001,85.7,55900.0,79000.0
Michigan State University,MI,Public,88.12,140568.0,38413.0,28626.0,81.26,76.31,True,1216.0,660.0,640.0,580.0,75.8,83.7,45200.0,63200.0
Michigan Technological University,MI,Public,91.04,128328.0,5574.0,29765.0,72.16,70.36,False,1269.0,690.0,660.0,630.0,79.10000000000001,87.4,54000.0,66800.0
University of Michigan-Dearborn,MI,Public,69.69,127272.0,6542.0,21509.0,54.63,67.51,False,1211.0,670.0,650.0,590.0,67.80000000000001,77.7,41800.0,56200.0
University of Michigan-Flint,MI,Public,55.53,112668.0,4725.0,21376.0,38.49,77.42,True,1086.0,600.0,610.0,535.0,62.5,72.3,36800.0,44500.0
Northern Michigan University,MI,Public,74.11999999999999,103104.0,6505.0,23578.0,46.56,66.89,True,,,,550.0,54.1,67.2,32000.0,39800.0
Northwood University,MI,Private NonProfit,100.0,86028.0,2218.0,41997.0,58.10999999999999,76.8,False,1093.0,590.0,590.0,,75.4,77.60000000000001,45700.0,54900.0
Oakland University,MI,Public,53.24,115308.0,14837.0,23778.0,56.45,81.10000000000001,True,1110.0,600.0,610.0,,67.4,75.2,39700.0,48100.0
Olivet College,MI,Private NonProfit,100.0,75096.0,968.0,42758.0,48.84,60.31,False,,,,,61.1,71.7,31000.0,42200.0
Kuyper College,MI,Private NonProfit,40.0,68808.0,122.0,33168.0,41.510000000000005,59.38,True,1053.0,555.0,615.0,530.0,51.7,53.800000000000004,27000.0,35200.0
Saginaw Valley State University,MI,Public,50.28,101148.0,6953.0,22353.0,47.88,89.46,True,1086.0,590.0,600.0,,64.1,72.0,35400.0,42700.0
Siena Heights University,MI,Private NonProfit,97.8,75420.0,1734.0,39539.0,53.010000000000005,74.42999999999999,True,,,,,70.7,70.8,43100.0,45300.0
Spring Arbor University,MI,Private NonProfit,25.629999999999995,69828.0,1233.0,41548.0,64.69,63.3,True,1100.0,590.0,600.0,,66.60000000000001,72.2,38800.0,45000.0
Finlandia University,MI,Private NonProfit,100.0,59532.0,379.0,34832.0,25.71,83.0,False,,,,460.0,52.900000000000006,59.099999999999994,29300.0,38700.0
Walsh College,MI,Private NonProfit,12.839999999999998,104556.0,708.0,,,,False,,,,,83.5,83.3,51700.0,62700.0
Wayne State University,MI,Public,60.19,133476.0,17164.0,24541.0,51.89,69.01,True,1112.0,600.0,600.0,,60.8,72.5,37900.0,52300.0
Western Michigan University,MI,Public,69.1,118968.0,15706.0,26567.0,56.69,84.94,False,1129.0,610.0,610.0,,61.0,79.3,35300.0,50500.0
Academy College,MN,Private ForProfit,,66948.0,92.0,31816.0,,,False,,,,,61.3,67.30000000000001,31300.0,37900.0
Augsburg University,MN,Private NonProfit,46.7,99948.0,2487.0,54069.0,59.28,73.11999999999999,True,1050.0,595.0,613.0,570.0,72.39999999999999,81.8,41500.0,53200.0
Bemidji State University,MN,Public,64.25999999999999,106356.0,3698.0,20919.0,45.99,69.44,True,1105.0,,,,66.8,76.5,37000.0,44000.0
Bethany Lutheran College,MN,Private NonProfit,54.55,86616.0,632.0,38528.0,61.7,64.51,True,,,,670.0,54.6,71.8,31100.0,37600.0
Bethel University,MN,Private NonProfit,43.21,93552.0,2491.0,52723.0,74.09,86.63,True,1203.0,668.0,670.0,,78.10000000000001,77.0,46100.0,52600.0
Carleton College,MN,Private NonProfit,77.78,152268.0,1918.0,74275.0,93.79,21.18,True,1438.0,770.0,750.0,750.0,69.19999999999999,83.1,43400.0,67900.0
Concordia College at Moorhead,MN,Private NonProfit,74.18,88896.0,1873.0,53819.0,67.58999999999999,58.08,True,1169.0,625.0,620.0,,77.60000000000001,83.3,39700.0,49000.0
Concordia University-Saint Paul,MN,Private NonProfit,27.81,77688.0,3222.0,32686.0,47.52,68.60000000000001,True,,,,,71.3,82.39999999999999,46000.0,57100.0
Martin Luther College,MN,Private NonProfit,82.65,55512.0,777.0,27230.0,74.87,87.31,True,1185.0,600.0,638.0,,51.5,71.3,29300.0,37400.0
Gustavus Adolphus College,MN,Private NonProfit,83.77,90804.0,2230.0,59205.0,78.3,70.61,True,,,,,77.60000000000001,84.6,43400.0,58900.0
Hamline University,MN,Private NonProfit,42.41,96168.0,1907.0,51984.0,65.12,68.95,True,1147.0,610.0,615.0,620.0,77.2,85.0,42800.0,55500.0
Macalester College,MN,Private NonProfit,82.78999999999999,131520.0,2049.0,71053.0,92.59,38.690000000000005,True,1390.0,730.0,720.0,720.0,59.1,77.7,36900.0,55800.0
Minnesota State University-Mankato,MN,Public,69.38,117480.0,11840.0,20858.0,50.970000000000006,67.25999999999999,True,1105.0,,,,73.8,82.19999999999999,38800.0,48400.0
Metropolitan State University,MN,Public,26.62,117012.0,6155.0,22819.0,45.9,61.89,True,,,,,77.4,79.80000000000001,44600.0,51700.0
University of Minnesota-Twin Cities,MN,Public,82.43,146184.0,30907.0,27654.0,84.26,69.64,True,1320.0,760.0,700.0,690.0,77.5,84.39999999999999,46000.0,61200.0
University of Minnesota-Crookston,MN,Public,100.0,96648.0,1754.0,23804.0,50.64999999999999,72.15,True,,,,510.0,72.89999999999999,79.9,42500.0,49100.0
Minneapolis College of Art and Design,MN,Private NonProfit,23.57,91572.0,656.0,53010.0,63.33,54.67999999999999,True,,,,560.0,54.400000000000006,64.4,32700.0,43200.0
Herzing University-Minneapolis,MN,Private NonProfit,27.27,82212.0,620.0,28018.0,64.71000000000001,92.06,True,,,,,56.6,73.3,30100.0,41600.0
University of Minnesota-Duluth,MN,Public,85.69,103464.0,8351.0,25326.0,61.5,78.55,False,1169.0,640.0,600.0,580.0,74.8,83.39999999999999,40900.0,56300.0
University of Minnesota-Morris,MN,Public,91.09,90432.0,1243.0,24636.0,59.85,64.64999999999999,True,1199.0,630.0,620.0,620.0,65.5,77.3,34900.0,44400.0
Minnesota State University Moorhead,MN,Public,65.45,112476.0,4207.0,22525.0,54.86,66.05,True,1106.0,580.0,600.0,,69.6,77.9,36300.0,44900.0
North Central University,MN,Private NonProfit,35.4,85080.0,921.0,37644.0,53.49,92.99,True,1077.0,570.0,578.0,,57.9,59.5,29700.0,35800.0
University of Northwestern-St Paul,MN,Private NonProfit,100.0,75204.0,1658.0,43817.0,68.60000000000001,92.22,True,,,,,66.8,69.6,35200.0,43400.0
Oak Hills Christian College,MN,Private NonProfit,80.0,48120.0,98.0,30607.0,32.14,62.7,False,1009.0,540.0,460.0,,46.5,47.3,23900.0,31700.0
College of Saint Benedict,MN,Private NonProfit,87.42,102876.0,1662.0,60788.0,85.06,84.00999999999999,True,1201.0,570.0,630.0,560.0,83.1,88.4,42300.0,57000.0
Saint Cloud State University,MN,Public,64.75,119532.0,7210.0,19635.0,44.81,73.22,True,1087.0,650.0,600.0,,74.6,81.2,38000.0,48600.0
Saint Johns University,MN,Private NonProfit,87.33,104196.0,1564.0,59972.0,74.44,81.38,False,1193.0,580.0,615.0,540.0,80.80000000000001,89.60000000000001,49600.0,67100.0
Saint Mary's University of Minnesota,MN,Private NonProfit,24.86,83340.0,1315.0,49200.0,61.68,84.1,True,,,,540.0,74.3,82.8,42600.0,50400.0
St Olaf College,MN,Private NonProfit,70.63000000000001,105588.0,2928.0,62880.0,84.82,50.81,True,1309.0,700.0,690.0,,71.39999999999999,82.19999999999999,41500.0,57300.0
Crown College,MN,Private NonProfit,19.86,63348.0,729.0,41227.0,60.45,46.89,True,1063.0,570.0,580.0,,51.6,63.0,33400.0,40100.0
The College of Saint Scholastica,MN,Private NonProfit,53.38,84516.0,2225.0,50923.0,68.63,73.31,True,1205.0,,,490.0,80.9,84.8,48600.0,56000.0
University of St Thomas,MN,Private NonProfit,56.42,130896.0,6276.0,57785.0,80.23,87.4,False,1249.0,670.0,670.0,,83.39999999999999,87.9,48600.0,62900.0
St Catherine University,MN,Private NonProfit,52.5,89952.0,2914.0,50794.0,63.6,76.14999999999999,True,1122.0,620.0,620.0,,76.8,81.3,44300.0,51100.0
Southwest Minnesota State University,MN,Public,51.15,114756.0,1945.0,20481.0,48.07,80.60000000000001,True,1048.0,540.0,562.0,540.0,67.30000000000001,76.5,34900.0,41400.0
Winona State University,MN,Public,62.59,112704.0,6249.0,22003.0,60.77,75.18,True,1118.0,560.0,570.0,,76.1,81.8,40000.0,48600.0
Alcorn State University,MS,Public,68.55,78048.0,2648.0,24285.0,45.440000000000005,37.72,True,1035.0,460.0,500.0,,43.6,59.199999999999996,26900.0,35000.0
Belhaven University,MS,Private NonProfit,15.06,57408.0,2003.0,35975.0,46.67,49.54,True,1083.0,540.0,595.0,,64.7,69.19999999999999,34900.0,42900.0
Blue Mountain College,MS,Private NonProfit,70.49,65832.0,631.0,25475.0,51.35,99.12,True,1065.0,540.0,520.0,,56.7,60.5,29000.0,29200.0
Delta State University,MS,Public,65.18,78912.0,1933.0,20678.0,39.01,99.61,True,1063.0,620.0,505.0,,58.1,68.10000000000001,32400.0,37600.0
Jackson State University,MS,Public,62.18,89472.0,4650.0,24570.0,43.68,89.98,True,993.0,530.0,520.0,,46.5,59.4,27800.0,33700.0
Millsaps College,MS,Private NonProfit,79.59,94368.0,668.0,57996.0,68.08999999999999,69.81,True,1184.0,628.0,643.0,,68.0,80.10000000000001,39400.0,54500.0
University of Mississippi,MS,Public,85.2,112524.0,16083.0,25562.0,66.67999999999999,88.02,True,1220.0,610.0,620.0,,70.7,78.2,41300.0,56600.0
Mississippi University for Women,MS,Public,66.52,74724.0,2094.0,20684.0,45.83,99.03,True,1106.0,690.0,610.0,,56.89999999999999,67.4,33100.0,38900.0
Mississippi Valley State University,MS,Public,74.36,70332.0,1376.0,20315.0,27.39,82.72,True,945.0,,,,37.4,44.9,22500.0,27200.0
Mississippi College,MS,Private NonProfit,52.62,93552.0,2515.0,34918.0,65.34,28.76,True,1218.0,610.0,650.0,,66.2,74.4,34500.0,44900.0
Mississippi State University,MS,Public,85.47,106716.0,18724.0,25778.0,64.19,80.04,False,1244.0,640.0,630.0,,67.0,77.7,37100.0,47400.0
Rust College,MS,Private NonProfit,91.84,47988.0,623.0,16700.0,19.7,29.47,True,,,,,27.4,43.8,20900.0,26600.0
University of Southern Mississippi,MS,Public,99.16,95052.0,11348.0,24047.0,49.75,96.33,True,1135.0,,,,59.9,72.5,33500.0,42700.0
Tougaloo College,MS,Private NonProfit,74.07000000000001,57060.0,654.0,22784.0,40.48,71.2,True,990.0,490.0,500.0,,38.7,51.800000000000004,25300.0,32400.0
William Carey University,MS,Private NonProfit,49.52,71136.0,2101.0,23334.0,53.36,55.28,True,1172.0,680.0,650.0,,59.1,70.1,34000.0,40500.0
Avila University,MO,Private NonProfit,33.33,75408.0,1023.0,30366.0,51.470000000000006,41.98,True,1065.0,,,,73.7,79.9,39900.0,49700.0
Baptist Bible College,MO,Private NonProfit,29.03,58476.0,202.0,24641.0,36.84,,False,,,,,43.1,56.8,23900.0,33300.0
Cox College,MO,Private NonProfit,63.44,87492.0,741.0,,50.0,100.0,True,,,,,76.0,73.1,41100.0,42700.0
Calvary University,MO,Private NonProfit,73.47,39744.0,241.0,18784.0,59.46,,True,,,,518.0,48.7,62.6,30900.0,39200.0
Central Christian College of the Bible,MO,Private NonProfit,64.52,54372.0,164.0,24769.0,37.04,,False,,,,,41.5,56.2,25000.0,30600.0
Central Methodist University-College of Liberal Arts and Sciences,MO,Private NonProfit,100.0,78048.0,1141.0,42630.0,44.41,95.34,True,1056.0,540.0,540.0,490.0,67.10000000000001,76.9,35000.0,39500.0
University of Central Missouri,MO,Public,99.77,87876.0,6877.0,19802.0,51.42,63.59,True,1120.0,,,,65.4,74.8,35100.0,42600.0
Cleveland University-Kansas City,KS,Private NonProfit,62.07,67200.0,77.0,,0.0,54.55,True,,,,,57.1,67.0,41700.0,53600.0
Columbia College,MO,Private NonProfit,100.0,92340.0,7574.0,37709.0,28.14,,True,,,,,65.9,73.3,36300.0,43000.0
Conception Seminary College,MO,Private NonProfit,,54324.0,40.0,38960.0,25.0,100.0,False,1255.0,,,,,,,
Culver-Stockton College,MO,Private NonProfit,61.45,69432.0,918.0,40296.0,45.52,98.33,False,1039.0,560.0,550.0,,64.2,73.0,33700.0,40100.0
Drury University,MO,Private NonProfit,100.0,90528.0,1404.0,40913.0,59.61,70.67999999999999,True,1208.0,640.0,610.0,,56.8,64.3,30400.0,36200.0
Evangel University,MO,Private NonProfit,50.3,77244.0,1480.0,37127.0,54.71,95.42,True,,,,580.0,58.8,71.5,32800.0,40900.0
Fontbonne University,MO,Private NonProfit,37.65,87276.0,810.0,40906.0,65.77,85.36,True,1050.0,,,,69.39999999999999,79.2,36200.0,46300.0
Hannibal-LaGrange University,MO,Private NonProfit,100.0,59868.0,559.0,36128.0,42.94,64.63,True,1120.0,680.0,635.0,,60.5,67.9,31600.0,38200.0
Harris-Stowe State University,MO,Public,23.0,74880.0,1383.0,17740.0,12.18,,True,,,,,38.9,55.60000000000001,23800.0,30900.0
Barnes-Jewish College Goldfarb School of Nursing,MO,Private NonProfit,52.580000000000005,95052.0,529.0,,,,True,,,,,91.2,87.2,56600.0,59500.0
Kansas City Art Institute,MO,Private NonProfit,51.82,90648.0,696.0,54227.0,57.46,59.1,True,,,,570.0,43.2,61.0,26300.0,33200.0
Lincoln University,MO,Public,76.11,69396.0,1475.0,18374.0,26.1,,True,,,,,48.8,59.0,27000.0,34600.0
Lindenwood University,MO,Private NonProfit,100.0,100764.0,4780.0,30609.0,46.75,92.13,True,1111.0,590.0,590.0,500.0,67.9,75.2,37900.0,47000.0
Logan University,MO,Private NonProfit,39.86,81576.0,281.0,20535.0,,84.61999999999999,True,,,,,64.5,75.7,40900.0,55400.0
Maryville University of Saint Louis,MO,Private NonProfit,15.27,102624.0,5463.0,46850.0,74.51,94.89,True,,,,,79.10000000000001,82.3,44100.0,51100.0
Midwestern Baptist Theological Seminary,MO,Private NonProfit,14.93,85776.0,858.0,24811.0,40.0,97.0,False,,,,,52.5,,,
Missouri Baptist University,MO,Private NonProfit,25.37,73740.0,1589.0,40548.0,35.29,64.84,True,1047.0,510.0,540.0,,64.5,72.5,31500.0,39200.0
Missouri Southern State University,MO,Public,66.33,72684.0,4342.0,15867.0,32.08,98.33,True,1087.0,550.0,560.0,,57.1,66.9,31300.0,38100.0
Missouri Valley College,MO,Private NonProfit,68.75,55116.0,1327.0,35425.0,22.93,62.18,False,956.0,530.0,514.0,,53.400000000000006,68.8,29700.0,38100.0
Missouri Western State University,MO,Public,60.96,84780.0,3530.0,18632.0,35.68,,True,,,,,57.1,66.7,31300.0,38200.0
University of Missouri-Columbia,MO,Public,73.08,122772.0,22622.0,26902.0,72.98,81.78,True,1247.0,660.0,660.0,,75.6,83.39999999999999,42700.0,56600.0
University of Missouri-Kansas City,MO,Public,68.60000000000001,111924.0,7077.0,22897.0,53.75,63.01,True,1184.0,680.0,635.0,,71.0,78.10000000000001,44400.0,57200.0
Missouri University of Science and Technology,MO,Public,85.13,131976.0,6050.0,23123.0,66.75,81.46,False,1328.0,720.0,670.0,640.0,83.8,85.6,57200.0,72400.0
University of Missouri-St Louis,MO,Public,58.71,110148.0,6387.0,24481.0,56.25,57.59,True,1188.0,615.0,640.0,,70.8,78.4,38700.0,49200.0
Truman State University,MO,Public,89.97,87516.0,3845.0,21640.0,74.72999999999999,72.1,True,1278.0,650.0,680.0,,69.89999999999999,82.3,36000.0,50500.0
Northwest Missouri State University,MO,Public,77.02,88548.0,5151.0,20235.0,54.05,80.11,True,1104.0,600.0,580.0,,64.4,76.3,34000.0,43700.0
Ozark Christian College,MO,Private NonProfit,59.7,59976.0,625.0,22811.0,56.74,98.18,False,,,,,51.4,59.5,27000.0,33900.0
College of the Ozarks,MO,Private NonProfit,70.12,91572.0,1486.0,30764.0,60.08,14.28,True,1156.0,590.0,650.0,534.0,53.0,69.89999999999999,28800.0,35300.0
Park University,MO,Private NonProfit,12.4,81396.0,8217.0,21146.0,28.000000000000004,,False,,,,,74.4,80.0,42200.0,50800.0
Stevens-The Institute of Business & Arts,MO,Private ForProfit,,58752.0,108.0,22069.0,66.67,,True,,,,,50.0,49.7,26100.0,29400.0
Research College of Nursing,MO,Private ForProfit,97.3,90972.0,269.0,,,,True,,,,,84.0,92.2,59400.0,74800.0
Rockhurst University,MO,Private NonProfit,66.36999999999999,85872.0,2054.0,53221.0,72.61,72.89,True,1167.0,610.0,615.0,,77.2,80.10000000000001,44100.0,57300.0
Saint Louis University,MO,Private NonProfit,61.47,123648.0,7304.0,61975.0,79.27,55.54,True,1299.0,690.0,680.0,,79.0,86.0,47000.0,64900.0
Saint Louis Christian College,MO,Private NonProfit,23.08,41820.0,72.0,24180.0,54.55,70.27,False,1020.0,,,,52.7,50.5,27600.0,32300.0
University of Health Sciences and Pharmacy in St. Louis,MO,Private NonProfit,82.35,114996.0,282.0,47005.0,80.83,78.22,True,1266.0,690.0,635.0,,92.2,95.7,104500.0,110600.0
Southwest Baptist University,MO,Private NonProfit,53.36,69276.0,1954.0,35243.0,47.760000000000005,73.35000000000001,True,1110.0,583.0,570.0,,61.2,67.2,31000.0,37400.0
Stephens College,MO,Private NonProfit,59.68,76980.0,438.0,38435.0,59.24,64.29,True,1103.0,580.0,540.0,560.0,55.1,69.3,33600.0,41000.0
Southeast Missouri State University,MO,Public,100.0,86496.0,7659.0,20872.0,50.73,93.33,True,,,,,60.1,74.1,31800.0,41400.0
